Name,Email,Major
Johnny Test34037,jt34037@illinois.edu,"Dance, BA & Kinesiology, BS (Dual Degree Program)"
Johnny Test2218,jt2218@illinois.edu,"Computer Science & Music, BS"
Johnny Test54804,jt54804@illinois.edu,"Astronomy, PhD"
Johnny Test7795,jt7795@illinois.edu,"Business + Data Science, BS"
Johnny Test12310,jt12310@illinois.edu,"Landscape Architecture, BLA"
Johnny Test30133,jt30133@illinois.edu,"Industrial Engineering, BS"
Johnny Test47293,jt47293@illinois.edu,"Accountancy, MAS"
Johnny Test23184,jt23184@illinois.edu,"Linguistics, BALAS"
Johnny Test4520,jt4520@illinois.edu,"Computer Science, PhD"
Johnny Test53262,jt53262@illinois.edu,"History, PhD"
Johnny Test2756,jt2756@illinois.edu,"Computer Science & Music, BS"
Johnny Test30063,jt30063@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test34539,jt34539@illinois.edu,"Early Childhood Education, BS"
Johnny Test31747,jt31747@illinois.edu,"Bioengineering, BS"
Johnny Test28429,jt28429@illinois.edu,"Food Science, BS"
Johnny Test8040,jt8040@illinois.edu,Art Undeclared
Johnny Test44071,jt44071@illinois.edu,"Microbiology, PhD"
Johnny Test7569,jt7569@illinois.edu,"Molecular & Cellular Biology, BSLAS"
Johnny Test3830,jt3830@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test38792,jt38792@illinois.edu,"Audiology, AuD"
Johnny Test16472,jt16472@illinois.edu,"Slavic Studies, BALAS"
Johnny Test5714,jt5714@illinois.edu,"Computer Science, MS"
Johnny Test44446,jt44446@illinois.edu,"Molecular & Integrative Physiology, MS"
Johnny Test35828,jt35828@illinois.edu,"Dance, BA"
Johnny Test17859,jt17859@illinois.edu,"Music, BA"
Johnny Test25542,jt25542@illinois.edu,"Astrophysics, BSLAS"
Johnny Test33155,jt33155@illinois.edu,"Dance, BA & Kinesiology, BS (Dual Degree Program)"
Johnny Test14013,jt14013@illinois.edu,"Supply Chain Management, BS"
Johnny Test42199,jt42199@illinois.edu,"Regional Planning, PhD"
Johnny Test25195,jt25195@illinois.edu,"Chemistry, BS"
Johnny Test28251,jt28251@illinois.edu,"Studio Art, BASA"
Johnny Test16549,jt16549@illinois.edu,"Jazz Performance, BMUS"
Johnny Test13020,jt13020@illinois.edu,"Animal Sciences, BS"
Johnny Test21695,jt21695@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test36969,jt36969@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test29602,jt29602@illinois.edu,"Bioengineering, BS"
Johnny Test48775,jt48775@illinois.edu,"Law, LLM"
Johnny Test53706,jt53706@illinois.edu,"Business Analytics, MS"
Johnny Test47638,jt47638@illinois.edu,"Psychology, MS"
Johnny Test50214,jt50214@illinois.edu,"Recreation, Sport & Tourism, MS"
Johnny Test46470,jt46470@illinois.edu,"Communication, PhD"
Johnny Test46626,jt46626@illinois.edu,"Community Health, PhD"
Johnny Test2448,jt2448@illinois.edu,"Computer Science + Chemistry, BSLAS"
Johnny Test11918,jt11918@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test41266,jt41266@illinois.edu,"Theatre, MFA"
Johnny Test49684,jt49684@illinois.edu,"Spanish, MA"
Johnny Test2648,jt2648@illinois.edu,"Mathematics & Computer Science, BSLAS"
Johnny Test54816,jt54816@illinois.edu,"Landscape Architecture, PhD"
Johnny Test24671,jt24671@illinois.edu,"Agronomy, BS"
Johnny Test43725,jt43725@illinois.edu,"Landscape Architecture, MLA"
Johnny Test46528,jt46528@illinois.edu,"CyberGIS and Geospatial Data Science, MS"
Johnny Test35415,jt35415@illinois.edu,"Instrumental Music, BMUS"
Johnny Test17151,jt17151@illinois.edu,"Astronomy, BSLAS"
Johnny Test3585,jt3585@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test16169,jt16169@illinois.edu,"African American Studies, BALAS"
Johnny Test39198,jt39198@illinois.edu,"Geology, MS"
Johnny Test1234,jt1234@illinois.edu,"Computer Science + Geography & Geographic Information Science, BSLAS"
Johnny Test8463,jt8463@illinois.edu,"Early Childhood Education, BS"
Johnny Test3886,jt3886@illinois.edu,"Computer Science + Geography & Geographic Information Science, BSLAS"
Johnny Test23093,jt23093@illinois.edu,"Middle Grades Education, BS"
Johnny Test27167,jt27167@illinois.edu,"Kinesiology, BS"
Johnny Test42436,jt42436@illinois.edu,"Atmospheric Sciences, PhD"
Johnny Test42977,jt42977@illinois.edu,"Mental Health Counseling, MS"
Johnny Test38392,jt38392@illinois.edu,"Astronomy, MS"
Johnny Test16240,jt16240@illinois.edu,"Philosophy, BALAS"
Johnny Test44469,jt44469@illinois.edu,"Speech & Hearing Science, Audiology - See Audiology, AuD"
Johnny Test4671,jt4671@illinois.edu,"Computer Science, PhD"
Johnny Test15725,jt15725@illinois.edu,"Dance, BFA"
Johnny Test14086,jt14086@illinois.edu,"Sustainability in Food & Environmental Systems, BS"
Johnny Test34721,jt34721@illinois.edu,"Music Education, BME"
Johnny Test53406,jt53406@illinois.edu,"Education Policy, Organization & Leadership, EdD"
Johnny Test38309,jt38309@illinois.edu,"Education Policy, Organization & Leadership, CAS"
Johnny Test50299,jt50299@illinois.edu,"Library & Information Science, MS"
Johnny Test3085,jt3085@illinois.edu,"Computer Science + Astronomy, BSLAS"
Johnny Test16079,jt16079@illinois.edu,"Athletic Training, BS"
Johnny Test53577,jt53577@illinois.edu,"Biochemistry, MS"
Johnny Test31785,jt31785@illinois.edu,"Information Systems, BS"
Johnny Test40694,jt40694@illinois.edu,"Applied Mathematics, MS"
Johnny Test3722,jt3722@illinois.edu,"Computer Science + Chemistry, BSLAS"
Johnny Test9452,jt9452@illinois.edu,"Industrial Design, BFA"
Johnny Test38661,jt38661@illinois.edu,"Mechanical Engineering, MENG"
Johnny Test4286,jt4286@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test19491,jt19491@illinois.edu,"Agronomy, BS"
Johnny Test54649,jt54649@illinois.edu,"Business Analytics, MS"
Johnny Test6807,jt6807@illinois.edu,"Bioengineering, BS"
Johnny Test47525,jt47525@illinois.edu,"Teaching of Mathematics, MS"
Johnny Test15793,jt15793@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test42357,jt42357@illinois.edu,Second Language Acquisition & Teacher Education
Johnny Test12747,jt12747@illinois.edu,"Secondary Education, BS"
Johnny Test47668,jt47668@illinois.edu,"Financial Engineering, MS"
Johnny Test47794,jt47794@illinois.edu,"French, PhD"
Johnny Test31693,jt31693@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test35227,jt35227@illinois.edu,"Natural Resources & Environmental Sciences, BS"
Johnny Test24989,jt24989@illinois.edu,"Brain & Cognitive Science, BSLAS"
Johnny Test13778,jt13778@illinois.edu,"Business + Data Science, BS"
Johnny Test46736,jt46736@illinois.edu,"Philosophy, PhD"
Johnny Test35946,jt35946@illinois.edu,"Open Studies, BMUS"
Johnny Test43550,jt43550@illinois.edu,"Crop Sciences, PhD"
Johnny Test12553,jt12553@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test18694,jt18694@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test19934,jt19934@illinois.edu,"Physics, BS"
Johnny Test31866,jt31866@illinois.edu,"Lyric Theatre, BMA"
Johnny Test6983,jt6983@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test2089,jt2089@illinois.edu,"Computer Science + Crop Sciences, BS"
Johnny Test8587,jt8587@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test14748,jt14748@illinois.edu,"Portuguese, BALAS"
Johnny Test54727,jt54727@illinois.edu,"Mechanical Engineering, MENG"
Johnny Test13732,jt13732@illinois.edu,"Theatre, BFA"
Johnny Test33447,jt33447@illinois.edu,"Nuclear, Plasma, & Radiological Engineering, BS"
Johnny Test8684,jt8684@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test53812,jt53812@illinois.edu,"VMS - Comparative Biosciences, PhD"
Johnny Test24050,jt24050@illinois.edu,"Marketing, BS"
Johnny Test45300,jt45300@illinois.edu,"Statistics, PhD"
Johnny Test26536,jt26536@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test42377,jt42377@illinois.edu,"Human Resources & Industrial Relations, PhD"
Johnny Test38349,jt38349@illinois.edu,"Systems & Entrepreneurial Engineering, MS"
Johnny Test48708,jt48708@illinois.edu,"French, MA"
Johnny Test26399,jt26399@illinois.edu,"Accountancy + Data Science, BS"
Johnny Test1418,jt1418@illinois.edu,"Mathematics & Computer Science, BSLAS"
Johnny Test42617,jt42617@illinois.edu,"Informatics, PhD"
Johnny Test21723,jt21723@illinois.edu,"Voice, BMUS"
Johnny Test48786,jt48786@illinois.edu,"Integrative Biology, MS"
Johnny Test29969,jt29969@illinois.edu,"Geology, BS"
Johnny Test19094,jt19094@illinois.edu,"Operations Management, BS"
Johnny Test43977,jt43977@illinois.edu,"Environmental Engineering in Civil Engineering, MS"
Johnny Test53443,jt53443@illinois.edu,"Animal Sciences, MS"
Johnny Test3541,jt3541@illinois.edu,"Computer Science + Chemistry, BSLAS"
Johnny Test16682,jt16682@illinois.edu,"Special Education, BS"
Johnny Test54813,jt54813@illinois.edu,"Geology, PhD"
Johnny Test38465,jt38465@illinois.edu,"Educational Psychology, EdM"
Johnny Test9645,jt9645@illinois.edu,"Graphic Design, BFA"
Johnny Test3002,jt3002@illinois.edu,"Computer Science + Philosophy, BSLAS"
Johnny Test28632,jt28632@illinois.edu,"Asian American Studies, BALAS"
Johnny Test38081,jt38081@illinois.edu,"Atmospheric Sciences, PhD"
Johnny Test21169,jt21169@illinois.edu,"Musicology, BMUS"
Johnny Test13589,jt13589@illinois.edu,"Landscape Architecture, BLA"
Johnny Test43848,jt43848@illinois.edu,"Environmental Geology, MS"
Johnny Test44909,jt44909@illinois.edu,"Atmospheric Sciences, MS"
Johnny Test40856,jt40856@illinois.edu,"Human Development & Family Studies, MS"
Johnny Test25234,jt25234@illinois.edu,"French (Teaching), BA"
Johnny Test34566,jt34566@illinois.edu,"Art Education, BFA"
Johnny Test27605,jt27605@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test7755,jt7755@illinois.edu,"Information Systems, BS"
Johnny Test12063,jt12063@illinois.edu,"Chemistry, BSLAS"
Johnny Test17702,jt17702@illinois.edu,"Nutrition and Health, BS"
Johnny Test12763,jt12763@illinois.edu,"East Asian Languages & Cultures, BALAS"
Johnny Test28810,jt28810@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test50307,jt50307@illinois.edu,"Law, MSL"
Johnny Test51402,jt51402@illinois.edu,"Architecture, MARCH (Limited Standing and Professional concentrations)"
Johnny Test20953,jt20953@illinois.edu,"Political Science, BALAS"
Johnny Test6400,jt6400@illinois.edu,"Mechanical Engineering, BS"
Johnny Test18492,jt18492@illinois.edu,"Kinesiology, BS"
Johnny Test33759,jt33759@illinois.edu,"Actuarial Science, BSLAS"
Johnny Test5361,jt5361@illinois.edu,"Bioinformatics, MS"
Johnny Test40853,jt40853@illinois.edu,"French, MA"
Johnny Test1910,jt1910@illinois.edu,"Computer Science + Animal Sciences, BS"
Johnny Test38561,jt38561@illinois.edu,"Educational Psychology, EdM"
Johnny Test54757,jt54757@illinois.edu,"Music Education, MME"
Johnny Test43682,jt43682@illinois.edu,"Technology Management, MS"
Johnny Test11944,jt11944@illinois.edu,"Media & Cinema Studies, BS"
Johnny Test49990,jt49990@illinois.edu,"African Studies, MA"
Johnny Test44083,jt44083@illinois.edu,"Mathematics, MS"
Johnny Test45126,jt45126@illinois.edu,"Natural Resources & Environmental Sciences, PhD"
Johnny Test30204,jt30204@illinois.edu,"English, BALAS"
Johnny Test33736,jt33736@illinois.edu,"Sustainable Design, BS"
Johnny Test36428,jt36428@illinois.edu,"Engineering Mechanics, BS"
Johnny Test13553,jt13553@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test3289,jt3289@illinois.edu,"Computer Science + Music, BS"
Johnny Test46578,jt46578@illinois.edu,"Religion, MA"
Johnny Test31207,jt31207@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test25272,jt25272@illinois.edu,"Agricultural & Biological Engineering, BS and Agricultural & Biological Engineering, BSAG (Dual Degree Program)"
Johnny Test32171,jt32171@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test15314,jt15314@illinois.edu,"Engineering Technology & Management for Agricultural Systems, BS"
Johnny Test13420,jt13420@illinois.edu,"Global Studies, BALAS"
Johnny Test46963,jt46963@illinois.edu,"Art Education, PhD"
Johnny Test3459,jt3459@illinois.edu,"Computer Science + Astronomy, BSLAS"
Johnny Test15378,jt15378@illinois.edu,"Econometrics & Quantitative Economics, BSLAS"
Johnny Test20345,jt20345@illinois.edu,"Geography & Geographic Information Science, BALAS"
Johnny Test4333,jt4333@illinois.edu,"Computer Science, PhD"
Johnny Test22428,jt22428@illinois.edu,"Geology, BS"
Johnny Test25260,jt25260@illinois.edu,"Agricultural & Biological Engineering, BS and Agricultural & Biological Engineering, BSAG (Dual Degree Program)"
Johnny Test12325,jt12325@illinois.edu,"Agricultural Leadership, Education, & Communications, BS"
Johnny Test48215,jt48215@illinois.edu,"Bioengineering, MENG"
Johnny Test3865,jt3865@illinois.edu,"Computer Science + Physics, BS"
Johnny Test5910,jt5910@illinois.edu,"Computer Science, PhD"
Johnny Test38922,jt38922@illinois.edu,"Economics, MS"
Johnny Test38205,jt38205@illinois.edu,"Speech & Hearing Science, MA"
Johnny Test11610,jt11610@illinois.edu,"Agricultural & Consumer Economics, BS"
Johnny Test1753,jt1753@illinois.edu,"Computer Science + Philosophy, BSLAS"
Johnny Test791,jt791@illinois.edu,"Computer Science + Economics, BSLAS"
Johnny Test51120,jt51120@illinois.edu,"Theoretical & Applied Mechanics, PhD"
Johnny Test40802,jt40802@illinois.edu,"Anthropology, PhD"
Johnny Test46051,jt46051@illinois.edu,"Linguistics, MA"
Johnny Test30392,jt30392@illinois.edu,"Mechanical Engineering, BS"
Johnny Test41674,jt41674@illinois.edu,"Systems & Entrepreneurial Engineering, MS"
Johnny Test49934,jt49934@illinois.edu,"VMS - Veterinary Clinical Medicine, MS"
Johnny Test41636,jt41636@illinois.edu,"Education Policy, Organization & Leadership, EdM"
Johnny Test36227,jt36227@illinois.edu,"Sociology, BALAS"
Johnny Test24559,jt24559@illinois.edu,"Community Health, BS"
Johnny Test52483,jt52483@illinois.edu,"History, PhD"
Johnny Test49999,jt49999@illinois.edu,"Religion, MA"
Johnny Test54441,jt54441@illinois.edu,"Molecular & Cellular Biology, MS"
Johnny Test15941,jt15941@illinois.edu,"Nutrition and Health, BS"
Johnny Test31394,jt31394@illinois.edu,"Open Studies, BMUS"
Johnny Test10062,jt10062@illinois.edu,"Philosophy, BALAS"
Johnny Test44976,jt44976@illinois.edu,"Law, LLM"
Johnny Test32613,jt32613@illinois.edu,"Statistics, BSLAS"
Johnny Test43854,jt43854@illinois.edu,"Music, MMUS"
Johnny Test12782,jt12782@illinois.edu,"Athletic Training, BS"
Johnny Test33740,jt33740@illinois.edu,"Middle Grades Education, BS"
Johnny Test22493,jt22493@illinois.edu,"Open Studies, BMUS"
Johnny Test32547,jt32547@illinois.edu,"Linguistics and Teaching English as a Second Language (TESL), BALAS"
Johnny Test52125,jt52125@illinois.edu,Romance Linguistics
Johnny Test52355,jt52355@illinois.edu,"Landscape Architecture, PhD"
Johnny Test39985,jt39985@illinois.edu,"Nutritional Sciences, PhD"
Johnny Test45605,jt45605@illinois.edu,"Economics, PhD"
Johnny Test26771,jt26771@illinois.edu,"Asian American Studies, BALAS"
Johnny Test43951,jt43951@illinois.edu,"Teaching of Chemistry, MS"
Johnny Test24717,jt24717@illinois.edu,"Jazz Performance, BMUS"
Johnny Test28351,jt28351@illinois.edu,"Computer Engineering, BS"
Johnny Test15868,jt15868@illinois.edu,"Civil Engineering, BS"
Johnny Test15630,jt15630@illinois.edu,"Latin American Studies, BALAS"
Johnny Test30158,jt30158@illinois.edu,"Lyric Theatre, BMA"
Johnny Test24632,jt24632@illinois.edu,"Neural Engineering, BS"
Johnny Test3223,jt3223@illinois.edu,"Computer Science + Music, BS"
Johnny Test4651,jt4651@illinois.edu,"Computer Science, PhD"
Johnny Test19394,jt19394@illinois.edu,"Asian American Studies, BALAS"
Johnny Test53190,jt53190@illinois.edu,"South Asian & Middle Eastern Studies, MA"
Johnny Test33848,jt33848@illinois.edu,"Geography & Geographic Information Science, BSLAS"
Johnny Test4253,jt4253@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test29224,jt29224@illinois.edu,"German (Teaching), BA"
Johnny Test25411,jt25411@illinois.edu,"Art & Art History, BFA"
Johnny Test8873,jt8873@illinois.edu,"Kinesiology, BS"
Johnny Test5071,jt5071@illinois.edu,"Electrical & Computer Engineering, MS"
Johnny Test25301,jt25301@illinois.edu,"Integrative Biology, BSLAS"
Johnny Test50966,jt50966@illinois.edu,"Theoretical and Applied Mechanics, MS"
Johnny Test19278,jt19278@illinois.edu,"Spanish, BALAS"
Johnny Test44011,jt44011@illinois.edu,"Linguistics, PhD"
Johnny Test28020,jt28020@illinois.edu,"Human Development & Family Studies, BS"
Johnny Test9743,jt9743@illinois.edu,"Finance + Data Science, BS"
Johnny Test4677,jt4677@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test42724,jt42724@illinois.edu,"Speech & Hearing Science, MA"
Johnny Test28756,jt28756@illinois.edu,"Russian, East European, & Eurasian Studies, BALAS"
Johnny Test16129,jt16129@illinois.edu,"Management, BS"
Johnny Test32729,jt32729@illinois.edu,"Information Sciences, BS"
Johnny Test51886,jt51886@illinois.edu,"Pathobiology, MS"
Johnny Test18173,jt18173@illinois.edu,"Comparative & World Literature, BALAS"
Johnny Test49729,jt49729@illinois.edu,"Slavic Languages & Literatures, MA"
Johnny Test47313,jt47313@illinois.edu,"Art Education, MA"
Johnny Test6050,jt6050@illinois.edu,"Voice, BMUS"
Johnny Test5068,jt5068@illinois.edu,"Bioinformatics, MS"
Johnny Test44550,jt44550@illinois.edu,"Neuroscience, PhD"
Johnny Test28168,jt28168@illinois.edu,"Astrophysics, BSLAS"
Johnny Test19564,jt19564@illinois.edu,"Theatre, BFA"
Johnny Test15217,jt15217@illinois.edu,"Political Science, BALAS"
Johnny Test6374,jt6374@illinois.edu,"Dance, BA & Kinesiology, BS (Dual Degree Program)"
Johnny Test49674,jt49674@illinois.edu,"Theoretical & Applied Mechanics, PhD"
Johnny Test20669,jt20669@illinois.edu,"Information Sciences, BS"
Johnny Test18187,jt18187@illinois.edu,Teacher Education (K-12)
Johnny Test10916,jt10916@illinois.edu,"Interdisciplinary Studies, BALAS"
Johnny Test54037,jt54037@illinois.edu,"Curriculum & Instruction, MS"
Johnny Test31443,jt31443@illinois.edu,"Accountancy, BS"
Johnny Test35563,jt35563@illinois.edu,"Bioengineering, BS"
Johnny Test7967,jt7967@illinois.edu,"Astrophysics, BSLAS"
Johnny Test53014,jt53014@illinois.edu,"French, MA"
Johnny Test1139,jt1139@illinois.edu,"Computer Science + Bioengineering, BS"
Johnny Test51697,jt51697@illinois.edu,"Industrial Engineering, PhD"
Johnny Test5832,jt5832@illinois.edu,"Computer Science, MCS"
Johnny Test28910,jt28910@illinois.edu,"Engineering Technology & Management for Agricultural Systems, BS"
Johnny Test53795,jt53795@illinois.edu,"Mathematics, PhD"
Johnny Test40565,jt40565@illinois.edu,"Biomedical Image Computing, MS"
Johnny Test16029,jt16029@illinois.edu,"History of Art, BALAS"
Johnny Test26889,jt26889@illinois.edu,"Recreation, Sport & Tourism, BS"
Johnny Test4761,jt4761@illinois.edu,"Electrical & Computer Engineering, MEng"
Johnny Test20270,jt20270@illinois.edu,"Musicology, BMUS"
Johnny Test40476,jt40476@illinois.edu,"Curriculum & Instruction, CAS"
Johnny Test49689,jt49689@illinois.edu,"Materials Engineering, MENG"
Johnny Test51695,jt51695@illinois.edu,"Information Management, MS"
Johnny Test44288,jt44288@illinois.edu,"Cell and Developmental Biology, PhD"
Johnny Test42562,jt42562@illinois.edu,"Finance, MS"
